Date,Open,High,Low,Close,Volume,Adj Close
2016-11-01,5.68,5.70,5.10,5.54,3168800,5.54
2016-10-03,5.87,6.41,5.60,5.60,2730000,5.60
2016-09-01,5.41,5.95,5.24,5.83,3392100,5.83
2016-08-01,5.12,6.11,4.88,5.53,3097200,5.53
2016-07-01,6.21,6.39,5.07,5.23,2994400,5.23
2016-06-01,6.30,6.85,5.85,6.25,2512200,6.25
2016-05-02,6.01,6.63,5.59,6.43,2395000,6.43
2016-04-01,4.95,6.21,4.79,6.05,3469600,6.05
2016-03-01,4.82,5.85,4.76,5.12,3110400,5.12
2016-02-01,4.93,5.20,4.30,4.82,3667100,4.82
2016-01-04,6.41,6.52,4.47,5.12,7762300,5.12
2015-12-01,7.51,7.62,6.01,6.23,4094600,6.23
2015-11-02,8.59,8.95,7.48,7.52,3205100,7.52
2015-10-01,8.75,9.44,8.03,8.59,3092900,8.59
2015-09-01,8.88,9.16,8.02,8.46,3848500,8.46
2015-08-03,8.97,9.36,6.90,9.18,6571300,9.18
2015-07-01,11.82,11.82,9.11,9.17,3962200,9.17
2015-06-01,12.36,12.68,11.59,12.05,2959000,12.05
2015-05-01,12.32,13.17,11.51,12.35,3756400,12.35
2015-04-01,10.15,12.49,10.13,12.46,4575900,12.46
2015-03-02,10.93,11.59,9.24,10.05,5586200,10.05
2015-02-02,11.10,12.45,10.59,10.95,6241700,10.95
2015-01-02,12.24,12.52,9.66,10.68,4439700,10.68
2014-12-01,16.02,16.77,12.18,12.54,2304600,12.54
2014-11-03,19.68,19.84,16.15,16.209999,669300,16.209999
2014-10-01,22.58,22.860001,19.459999,19.790001,525500,19.790001
2014-09-02,23.10,23.41,22.110001,22.440001,249300,22.440001
2014-08-01,23.639999,23.950001,22.58,23.43,185200,23.43
2014-07-01,25.68,25.75,23.76,23.790001,221100,23.790001
2014-06-02,24.610001,25.959999,24.389999,25.57,251300,25.57
2014-05-01,23.620001,25.129999,23.58,24.709999,196900,24.709999
2014-04-01,23.889999,24.860001,23.360001,23.83,346300,23.83
2014-03-03,24.59,24.84,22.879999,23.98,306000,23.98
2014-02-03,22.74,24.370001,22.440001,24.129999,278800,24.129999
2014-01-02,22.690001,23.02,21.299999,22.74,553900,22.74
2013-12-02,21.82,23.629999,21.790001,23.120001,296600,23.120001
2013-11-01,22.530001,22.530001,21.459999,21.82,489100,21.82
2013-10-01,24.059999,24.77,22.639999,22.709999,440400,22.709999
2013-09-03,25.32,26.17,23.93,24.23,559000,24.23
2013-08-01,25.18,26.16,23.959999,25.469999,717000,25.469999
2013-07-01,22.68,25.51,22.58,24.629999,689000,24.629999
2013-06-03,21.50,22.99,21.389999,22.35,426600,22.35
2013-05-01,21.120001,22.66,20.93,21.27,655800,21.27
2013-04-01,22.540001,22.91,20.059999,21.67,662200,21.67
2013-03-01,21.290001,22.82,20.940001,22.77,430100,22.77
2013-02-01,22.959999,23.299999,21.50,21.57,427800,21.57
2013-01-02,22.26,23.299999,21.93,23.129999,393500,23.129999
2012-12-03,21.60,21.860001,20.35,21.790001,508200,21.790001
2012-11-01,20.76,21.52,20.200001,21.27,528300,21.27
2012-10-01,22.549999,22.73,20.42,20.75,574700,20.75
2012-09-04,23.59,24.440001,21.530001,22.32,677400,22.32
2012-08-01,21.559999,23.940001,21.17,23.549999,744600,23.549999
2012-07-02,20.450001,22.82,20.059999,21.34,716900,21.34
2012-06-01,20.610001,21.42,18.82,20.700001,907700,20.700001
2012-05-01,26.139999,26.610001,21.110001,21.27,810700,21.27
2012-04-02,25.67,26.50,25.24,26.17,628500,26.17
2012-03-01,27.280001,28.08,25.639999,25.879999,811900,25.879999
2012-02-01,25.18,27.90,24.15,27.17,1166400,27.17
2012-01-03,25.889999,26.379999,24.74,24.940001,595900,24.940001
2011-12-01,25.49,26.08,23.450001,25.120001,474100,25.120001
2011-11-01,22.700001,26.23,22.639999,25.57,632500,25.57
2011-10-03,19.49,23.969999,18.870001,23.48,639500,23.48
2011-09-01,22.559999,23.00,19.629999,19.84,663200,19.84
2011-08-01,25.299999,25.35,19.73,22.60,1137000,22.60
2011-07-01,24.280001,25.870001,24.09,24.60,848900,24.60
2011-06-01,26.809999,26.809999,23.030001,24.469999,715500,24.469999
2011-05-02,29.84,30.27,24.82,26.77,1134900,26.77
2011-04-01,28.26,30.10,27.85,29.98,835400,29.98
2011-03-01,26.059999,28.360001,25.809999,28.200001,1868700,28.200001
2011-02-01,25.50,26.82,23.10,25.85,1799100,25.85
2011-01-03,25.879999,25.959999,23.58,25.440001,1028700,25.440001
2010-12-01,24.049999,25.809999,23.950001,25.610001,527600,25.610001
2010-11-01,23.66,25.00,22.610001,23.639999,578400,23.639999
2010-10-01,23.129999,24.030001,22.59,23.02,436100,23.02
2010-09-01,21.08,22.870001,20.98,22.780001,520000,22.780001
2010-08-02,23.620001,24.26,20.40,20.700001,752300,20.700001
2010-07-01,21.860001,23.190001,20.93,23.02,491800,23.02
2010-06-01,21.879999,23.50,21.049999,22.09,584100,22.09
2010-05-03,27.290001,27.67,20.01,22.110001,1387200,22.110001
2010-04-01,27.08,27.950001,25.91,27.290001,617700,27.290001
2010-03-01,25.780001,26.860001,25.08,26.66,590100,26.66
2010-02-01,23.68,25.90,22.370001,25.65,1115700,25.65
2010-01-04,26.41,27.219999,23.379999,23.49,864900,23.49
2009-12-01,26.360001,26.450001,23.18,25.879999,886300,25.879999
2009-11-02,26.00,27.41,24.559999,25.870001,692200,25.870001
2009-10-01,23.92,27.76,23.030001,26.00,912100,26.00
2009-09-01,23.84,24.959999,22.139999,23.799999,1101500,23.799999
2009-08-03,25.00,25.65,22.99,23.790001,1102200,23.790001
2009-07-01,25.549999,25.67,20.65,24.23,1162300,24.23
2009-06-01,24.40,26.440001,23.40,25.030001,1710100,25.030001
2009-05-01,18.870001,24.00,18.84,24.00,1912600,24.00
2009-04-01,18.27,20.34,17.00,18.559999,1974200,18.559999
2009-03-02,16.469999,20.98,15.56,18.879999,3138300,18.879999
2009-02-02,18.91,19.90,14.55,17.48,4366400,17.48
2009-01-02,23.93,27.469999,18.90,19.48,3409000,19.48
2008-12-01,30.40,30.40,19.379999,23.27,1366700,23.27
2008-11-03,39.139999,42.48,27.959999,30.17,336600,30.17
2008-10-01,58.889999,59.959999,36.450001,40.259998,562300,40.259998
2008-09-02,64.120003,65.760002,53.700001,60.369999,881400,60.369999
2008-08-01,73.540001,76.559998,66.32,68.830002,850700,68.830002
2008-07-01,85.720001,88.150002,71.75,73.849998,1343300,73.849998
2008-06-02,76.559998,85.599998,72.980003,84.160004,907100,84.160004
2008-05-01,67.400002,80.300003,66.019997,76.370003,619800,76.370003
2008-04-01,59.360001,71.449997,59.18,68.720001,171900,68.720001
2008-03-03,60.700001,65.190002,58.07,60.43,224800,60.43
2008-02-01,53.310001,60.400002,50.700001,59.709999,126500,59.709999
2008-01-02,57.099998,58.330002,50.619999,53.68,82200,53.68
2007-12-03,51.080002,57.00,50.48,56.150002,94400,56.150002
2007-11-01,54.040001,57.66,51.369999,51.529999,117800,51.529999
2007-10-01,46.00,54.450001,44.470001,54.279999,117800,54.279999
2007-09-04,41.209999,47.400002,41.00,46.32,56900,46.32
2007-08-01,42.900002,43.57,38.169998,41.130001,70100,41.130001
2007-07-02,38.740002,43.25,38.560001,43.00,58400,43.00
2007-06-01,35.889999,39.25,35.759998,38.98,106900,38.98
2007-05-01,37.400002,37.790001,34.700001,35.790001,158400,35.790001
2007-04-02,39.119999,39.599998,35.970001,37.50,161400,37.50
2007-03-01,37.400002,39.599998,34.939999,39.00,170800,39.00
2007-02-01,35.610001,37.849998,34.759998,37.619999,231500,37.619999
2007-01-03,37.57,37.57,31.389999,35.650002,376600,35.650002
2006-12-01,39.610001,40.23,37.34,38.060001,128900,38.060001
2006-11-01,38.049999,40.25,36.630001,39.830002,124700,39.830002
2006-10-02,41.599998,41.73,37.080002,38.049999,64000,38.049999
2006-09-01,47.380001,47.490002,39.66,41.880001,134300,41.880001
2006-08-16,49.720001,49.790001,46.360001,47.41,111700,47.41
